Category,City,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales,Order Year,Order Month
Furniture,San Antonio,Stewart Carmichael,Bush,2016-11-19,CA-2014-112529,78207,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Central,Corporate,2016-11-21,First Class,Texas,Tables,0.30,-72.00,-0.10,6,718.00,2016,11
Office Supplies,San Antonio,Stewart Carmichael,Other,2016-11-19,CA-2014-112529,78207,Peel-Off China Markers,Central,Corporate,2016-11-21,First Class,Texas,Art,0.20,9.00,0.28,4,32.00,2016,11
Office Supplies,Alexandria,Dorothy Dickinson,Other,2016-11-19,CA-2014-110926,22304,OIC Binder Clips,South,Consumer,2016-11-23,Standard Class,Virginia,Fasteners,0.00,13.00,0.50,7,25.00,2016,11
Furniture,Houston,Nathan Cano,Global,2016-11-19,CA-2014-131254,77095,"Global Wood Trimmed Manager's Task Chair, Khaki",Central,Consumer,2016-11-21,First Class,Texas,Chairs,0.30,-46.00,-0.24,3,191.00,2016,11
Office Supplies,Houston,Nathan Cano,Avery,2016-11-19,CA-2014-131254,77095,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Central,Consumer,2016-11-21,First Class,Texas,Art,0.20,4.00,0.30,5,13.00,2016,11
Office Supplies,Houston,Nathan Cano,Fellowes,2016-11-19,CA-2014-131254,77095,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Central,Consumer,2016-11-21,First Class,Texas,Binders,0.80,-2288.00,-1.50,6,1525.00,2016,11
Office Supplies,Cleveland,Jennifer Halladay,Other,2016-11-19,US-2014-108014,44105,Lock-Up Easel 'Spel-Binder',East,Consumer,2016-11-25,Standard Class,Ohio,Binders,0.70,-46.00,-0.77,7,60.00,2016,11
Office Supplies,Springfield,Richard Bierner,Newell,2016-11-19,CA-2014-146458,22153,Newell 349,South,Consumer,2016-11-22,Second Class,Virginia,Art,0.00,7.00,0.29,7,23.00,2016,11
Office Supplies,New York City,Anne Pryor,Acco,2016-11-19,CA-2014-143021,10011,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",East,Home Office,2016-11-19,Same Day,New York,Binders,0.20,18.00,0.31,7,58.00,2016,11
Furniture,New York City,Anne Pryor,Hon,2016-11-19,CA-2014-143021,10011,Hon 61000 Series Interactive Training Tables,East,Home Office,2016-11-19,Same Day,New York,Tables,0.40,-29.00,-0.37,3,80.00,2016,11
Furniture,San Francisco,Liz Pelletier,Other,2016-11-20,CA-2014-118731,94110,Coloredge Poster Frame,West,Consumer,2016-11-22,Second Class,California,Furnishings,0.00,17.00,0.39,3,43.00,2016,11
Office Supplies,San Francisco,Liz Pelletier,GBC,2016-11-20,CA-2014-118731,94110,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",West,Consumer,2016-11-22,Second Class,California,Binders,0.20,27.00,0.33,7,84.00,2016,11
Office Supplies,Burlington,Jennifer Halladay,Newell,2016-11-20,CA-2014-121818,27217,Newell 336,South,Consumer,2016-11-21,First Class,North Carolina,Art,0.20,3.00,0.11,7,24.00,2016,11
Office Supplies,Burlington,Jennifer Halladay,Staples in misc. colors,2016-11-20,CA-2014-121818,27217,Staples in misc. colors,South,Consumer,2016-11-21,First Class,North Carolina,Art,0.20,2.00,0.06,3,29.00,2016,11
Furniture,Newark,Brian Thompson,Other,2016-11-20,US-2014-161193,43055,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",East,Consumer,2016-11-26,Standard Class,Ohio,Furnishings,0.20,28.00,0.36,5,78.00,2016,11
Furniture,Newark,Brian Thompson,GE,2016-11-20,US-2014-161193,43055,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",East,Consumer,2016-11-26,Standard Class,Ohio,Furnishings,0.20,2.00,0.34,2,5.00,2016,11
Furniture,Ontario,Kelly Andreada,Novimex,2016-11-20,US-2014-110996,91761,Novimex High-Tech Fabric Mesh Task Chair,West,Consumer,2016-11-25,Standard Class,California,Chairs,0.20,-46.00,-0.16,5,284.00,2016,11
Office Supplies,Lakeville,Hunter Glantz,Sanford,2016-11-20,CA-2014-146724,55044,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Central,Consumer,2016-11-27,Standard Class,Minnesota,Art,0.00,10.00,0.44,10,22.00,2016,11
Office Supplies,New York City,Carlos Daly,Xerox,2016-11-20,CA-2014-111556,10035,Xerox 1968,East,Consumer,2016-11-22,First Class,New York,Paper,0.00,22.00,0.48,7,47.00,2016,11
Furniture,New York City,Carlos Daly,Sauder,2016-11-20,CA-2014-111556,10035,"Sauder Camden County Collection Libraries, Planked Cherry Finish",East,Consumer,2016-11-22,First Class,New York,Bookcases,0.20,-25.00,-0.14,2,184.00,2016,11
Technology,New York City,Carlos Daly,Samsung,2016-11-20,CA-2014-111556,10035,Samsung Galaxy Mega 6.3,East,Consumer,2016-11-22,First Class,New York,Phones,0.00,328.00,0.26,3,1260.00,2016,11
Office Supplies,New York City,Carlos Daly,Boston,2016-11-20,CA-2014-111556,10035,Boston KS Multi-Size Manual Pencil Sharpener,East,Consumer,2016-11-22,First Class,New York,Art,0.00,19.00,0.28,3,69.00,2016,11
Furniture,Jackson,Erica Smith,Office Star,2016-11-20,CA-2014-103499,38301,Office Star - Mesh Screen back chair with Vinyl seat,South,Consumer,2016-11-24,Standard Class,Tennessee,Chairs,0.20,-24.00,-0.11,2,210.00,2016,11
Furniture,Henderson,Sample Company A,Other,2016-11-20,CA-2014-154123,42420,9-3/4 Diameter Round Wall Clock,South,Home Office,2016-11-25,Standard Class,Kentucky,Furnishings,0.00,12.00,0.42,2,28.00,2016,11
Technology,New York City,Katharine Harms,Maxell,2016-11-20,CA-2014-120404,10035,Maxell 4.7GB DVD+R 5/Pack,East,Corporate,2016-11-24,Second Class,New York,Accessories,0.00,1.00,0.45,3,3.00,2016,11
Technology,New York City,Katharine Harms,Apple,2016-11-20,CA-2014-120404,10035,Apple iPhone 5S,East,Corporate,2016-11-24,Second Class,New York,Phones,0.00,171.00,0.30,1,570.00,2016,11
Furniture,New York City,Katharine Harms,Tensor,2016-11-20,CA-2014-120404,10035,Tensor Brushed Steel Torchiere Floor Lamp,East,Corporate,2016-11-24,Second Class,New York,Furnishings,0.00,9.00,0.18,3,51.00,2016,11
Furniture,Spokane,Benjamin Patterson,SAFCO,2016-11-21,CA-2014-142888,99207,Safco Drafting Table,West,Consumer,2016-11-25,Standard Class,Washington,Tables,0.00,21.00,0.29,1,71.00,2016,11
Furniture,New York City,Scott Williamson,Howard Miller,2016-11-21,CA-2014-107874,10035,Howard Miller Distant Time Traveler Alarm Clock,East,Consumer,2016-11-25,Standard Class,New York,Furnishings,0.00,11.00,0.41,1,27.00,2016,11
Office Supplies,Pasadena,Barry Franz,Eldon,2016-11-21,CA-2014-103380,91104,Eldon Portable Mobile Manager,West,Home Office,2016-11-25,Standard Class,California,Storage,0.00,15.00,0.27,2,57.00,2016,11
Office Supplies,Pasadena,Barry Franz,Newell,2016-11-21,CA-2014-103380,91104,Newell 344,West,Home Office,2016-11-25,Standard Class,California,Art,0.00,1.00,0.26,2,6.00,2016,11
Office Supplies,Pasadena,Barry Franz,Advantus,2016-11-21,CA-2014-103380,91104,Advantus T-Pin Paper Clips,West,Home Office,2016-11-25,Standard Class,California,Fasteners,0.00,4.00,0.39,2,9.00,2016,11
Office Supplies,Pasadena,Barry Franz,Acco,2016-11-21,CA-2014-103380,91104,"Acco Six-Outlet Power Strip, 4' Cord Length",West,Home Office,2016-11-25,Standard Class,California,Appliances,0.00,2.00,0.26,1,9.00,2016,11
Technology,Pasadena,Barry Franz,Mitel,2016-11-21,CA-2014-103380,91104,Mitel MiVoice 5330e IP Phone,West,Home Office,2016-11-25,Standard Class,California,Phones,0.20,49.00,0.07,3,660.00,2016,11
Office Supplies,Philadelphia,Cindy Chapman,Xerox,2016-11-21,CA-2014-100811,19143,Xerox 1972,East,Consumer,2016-11-24,First Class,Pennsylvania,Paper,0.20,3.00,0.31,2,8.00,2016,11
Office Supplies,Philadelphia,Cindy Chapman,Other,2016-11-21,CA-2014-100811,19143,Recycled Eldon Regeneration Jumbo File,East,Consumer,2016-11-24,First Class,Pennsylvania,Storage,0.20,4.00,0.10,4,39.00,2016,11
Office Supplies,San Francisco,Patrick Jones,Newell,2016-11-21,CA-2014-105130,94122,Newell 332,West,Corporate,2016-11-25,Standard Class,California,Art,0.00,3.00,0.27,4,12.00,2016,11
Office Supplies,San Francisco,Patrick Jones,Other,2016-11-21,CA-2014-105130,94122,Canvas Sectional Post Binders,West,Corporate,2016-11-25,Standard Class,California,Binders,0.20,15.00,0.36,2,41.00,2016,11
Office Supplies,Renton,Chloris Kastensmidt,Other,2016-11-21,CA-2014-110443,98059,Vinyl Sectional Post Binders,West,Consumer,2016-11-25,Standard Class,Washington,Binders,0.20,57.00,0.38,5,151.00,2016,11
Technology,Renton,Chloris Kastensmidt,3D Systems,2016-11-21,CA-2014-110443,98059,"3D Systems Cube Printer, 2nd Generation, White",West,Consumer,2016-11-25,Standard Class,Washington,Machines,0.20,104.00,0.10,1,1040.00,2016,11
Office Supplies,Renton,Chloris Kastensmidt,Xerox,2016-11-21,CA-2014-110443,98059,Xerox 209,West,Consumer,2016-11-25,Standard Class,Washington,Paper,0.00,25.00,0.48,8,52.00,2016,11
Technology,Houston,Henia Zydlo,Motorola,2016-11-21,CA-2014-157420,77095,Motorola HK250 Universal Bluetooth Headset,Central,Consumer,2016-11-21,Same Day,Texas,Phones,0.20,-12.00,-0.23,3,55.00,2016,11
Office Supplies,Houston,Frank Olsen,Newell,2016-11-22,CA-2014-144036,77070,Newell 314,Central,Consumer,2016-11-26,Standard Class,Texas,Art,0.20,2.00,0.06,8,36.00,2016,11
Technology,Charlotte,Janet Martin,Memorex,2016-11-23,CA-2014-119004,28205,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,South,Consumer,2016-11-28,Standard Class,North Carolina,Accessories,0.20,18.00,0.24,8,74.00,2016,11
Technology,Charlotte,Janet Martin,Other,2016-11-23,CA-2014-119004,28205,Speck Products Candyshell Flip Case,South,Consumer,2016-11-28,Standard Class,North Carolina,Phones,0.20,2.00,0.08,1,28.00,2016,11
Office Supplies,Charlotte,Janet Martin,Newell,2016-11-23,CA-2014-119004,28205,Newell Chalk Holder,South,Consumer,2016-11-28,Standard Class,North Carolina,Art,0.20,1.00,0.33,1,3.00,2016,11
Furniture,Canton,Janet Molinari,Other,2016-11-23,CA-2014-149160,48187,Coloredge Poster Frame,Central,Corporate,2016-11-26,Second Class,Michigan,Furnishings,0.00,11.00,0.39,2,28.00,2016,11
Office Supplies,Canton,Janet Molinari,GBC,2016-11-23,CA-2014-149160,48187,GBC VeloBinder Manual Binding System,Central,Corporate,2016-11-26,Second Class,Michigan,Binders,0.00,138.00,0.48,8,288.00,2016,11
Furniture,Philadelphia,Tamara Dahlen,OIC,2016-11-23,CA-2014-103156,19120,OIC Stacking Trays,East,Consumer,2016-11-24,First Class,Pennsylvania,Furnishings,0.20,7.00,0.30,9,24.00,2016,11
Office Supplies,Philadelphia,Frank Hawley,GBC,2016-11-23,CA-2014-107832,19120,GBC Standard Therm-A-Bind Covers,East,Corporate,2016-11-26,Second Class,Pennsylvania,Binders,0.70,-6.00,-0.80,1,7.00,2016,11
Furniture,Chicago,Christopher Martinez,Other,2016-11-23,CA-2014-119746,60610,Contemporary Wood/Metal Frame,Central,Consumer,2016-11-27,Standard Class,Illinois,Furnishings,0.60,-4.00,-0.63,1,6.00,2016,11
Office Supplies,Chicago,Christopher Martinez,Avery,2016-11-23,CA-2014-119746,60610,Avery File Folder Labels,Central,Consumer,2016-11-27,Standard Class,Illinois,Labels,0.20,4.00,0.36,5,12.00,2016,11
Technology,Chicago,Christopher Martinez,Other,2016-11-23,CA-2014-119746,60610,Toshiba IPT2010-SD IP Telephone,Central,Consumer,2016-11-27,Standard Class,Illinois,Phones,0.20,17.00,0.08,2,222.00,2016,11
Technology,Dallas,Alan Hwang,Panasonic,2016-11-23,CA-2014-166919,75220,Panasonic KX TS208W Corded phone,Central,Consumer,2016-11-27,Standard Class,Texas,Phones,0.20,20.00,0.10,5,196.00,2016,11
Office Supplies,Roseville,Dan Campbell,Staple remover,2016-11-23,CA-2014-167017,48066,Staple remover,Central,Consumer,2016-11-25,First Class,Michigan,Supplies,0.00,0.00,0.04,2,4.00,2016,11
Office Supplies,Chicago,Chris Selesnick,Xerox,2016-11-23,CA-2014-148992,60623,Xerox 1959,Central,Corporate,2016-11-27,Standard Class,Illinois,Paper,0.20,4.00,0.35,2,11.00,2016,11
Office Supplies,Dallas,Jennifer Patt,Xerox,2016-11-23,CA-2014-156622,75220,Xerox 22,Central,Corporate,2016-11-26,First Class,Texas,Paper,0.20,13.00,0.35,7,36.00,2016,11
Office Supplies,Dallas,Jennifer Patt,Xerox,2016-11-23,CA-2014-156622,75220,Xerox 1942,Central,Corporate,2016-11-26,First Class,Texas,Paper,0.20,29.00,0.38,2,78.00,2016,11
Furniture,Dallas,Jennifer Patt,Lesro,2016-11-23,CA-2014-156622,75220,"Lesro Round Back Collection Coffee Table, End Table",Central,Corporate,2016-11-26,First Class,Texas,Tables,0.30,-31.00,-0.24,1,128.00,2016,11
Office Supplies,Dallas,Jennifer Patt,Other,2016-11-23,CA-2014-156622,75220,Aluminum Screw Posts,Central,Corporate,2016-11-26,First Class,Texas,Binders,0.80,-9.00,-1.50,2,6.00,2016,11
Office Supplies,Houston,Greg Tran,Advantus,2016-11-24,CA-2014-101945,77070,Advantus T-Pin Paper Clips,Central,Consumer,2016-11-28,Standard Class,Texas,Fasteners,0.20,3.00,0.24,3,11.00,2016,11
Office Supplies,New York City,Todd Sumrall,Adams,2016-11-24,CA-2014-166436,10035,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",East,Corporate,2016-11-28,Standard Class,New York,Paper,0.00,3.00,0.49,1,6.00,2016,11
Furniture,New York City,Todd Sumrall,Global,2016-11-24,CA-2014-166436,10035,Global Ergonomic Managers Chair,East,Corporate,2016-11-28,Standard Class,New York,Chairs,0.10,174.00,0.18,6,977.00,2016,11
Technology,Summerville,Roland Schwarz,Motorola,2016-11-24,CA-2014-128300,29483,Motorla HX550 Universal Bluetooth Headset,South,Corporate,2016-11-26,Second Class,South Carolina,Phones,0.00,40.00,0.50,2,79.00,2016,11
Office Supplies,Summerville,Roland Schwarz,Wilson Jones,2016-11-24,CA-2014-128300,29483,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",South,Corporate,2016-11-26,Second Class,South Carolina,Binders,0.00,157.00,0.48,8,328.00,2016,11
Office Supplies,Richmond,Frank Merwin,Avery,2016-11-24,CA-2014-146535,40475,Avery Durable Binders,South,Home Office,2016-11-30,Standard Class,Kentucky,Binders,0.00,1.00,0.49,1,3.00,2016,11
Office Supplies,Richmond,Frank Merwin,Iceberg,2016-11-24,CA-2014-146535,40475,Iceberg Mobile Mega Data/Printer Cart,South,Home Office,2016-11-30,Standard Class,Kentucky,Storage,0.00,375.00,0.26,12,1444.00,2016,11
Office Supplies,Mesa,Mark Van Huff,GBC,2016-11-24,CA-2014-169894,85204,GBC Recycled Grain Textured Covers,West,Consumer,2016-11-29,Second Class,Arizona,Binders,0.70,-15.00,-0.73,2,21.00,2016,11
Office Supplies,Mesa,Mark Van Huff,Fellowes,2016-11-24,CA-2014-169894,85204,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,West,Consumer,2016-11-29,Second Class,Arizona,Storage,0.20,-42.00,-0.10,8,416.00,2016,11
Office Supplies,Asheville,Michael Dominguez,Avery,2016-11-24,CA-2014-153654,28806,Avery Durable Slant Ring Binders,South,Corporate,2016-11-26,Second Class,North Carolina,Binders,0.70,-13.00,-0.67,8,19.00,2016,11
Office Supplies,New York City,Kelly Andreada,Crayola,2016-11-24,CA-2014-168641,10035,"Crayola Anti Dust Chalk, 12/Pack",East,Consumer,2016-12-01,Standard Class,New York,Art,0.00,7.00,0.45,9,16.00,2016,11
Office Supplies,New York City,Kelly Andreada,Other,2016-11-24,CA-2014-168641,10035,Ames Color-File Green Diamond Border X-ray Mailers,East,Consumer,2016-12-01,Standard Class,New York,Envelopes,0.00,79.00,0.47,2,168.00,2016,11
Furniture,New York City,Kelly Andreada,O'Sullivan,2016-11-24,CA-2014-168641,10035,O'Sullivan Plantations 2-Door Library in Landvery Oak,East,Consumer,2016-12-01,Standard Class,New York,Bookcases,0.20,-16.00,-0.05,2,322.00,2016,11
Office Supplies,New York City,Kelly Andreada,Xerox,2016-11-24,CA-2014-168641,10035,Xerox 214,East,Consumer,2016-12-01,Standard Class,New York,Paper,0.00,6.00,0.48,2,13.00,2016,11
Office Supplies,San Francisco,Patrick Gardner,BIC,2016-11-24,CA-2014-123701,94110,BIC Liqua Brite Liner,West,Consumer,2016-11-27,First Class,California,Art,0.00,10.00,0.36,4,28.00,2016,11
Technology,Lancaster,Shaun Chance,Other,2016-11-24,CA-2014-131366,17602,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,East,Corporate,2016-11-29,Standard Class,Pennsylvania,Phones,0.40,-15.00,-0.17,2,90.00,2016,11
Office Supplies,Lancaster,Shaun Chance,Xerox,2016-11-24,CA-2014-131366,17602,Xerox 1919,East,Corporate,2016-11-29,Standard Class,Pennsylvania,Paper,0.20,83.00,0.36,7,230.00,2016,11
Office Supplies,Garden City,Brooke Gillingham,Fellowes,2016-11-24,CA-2014-105543,67846,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Central,Corporate,2016-11-24,Same Day,Kansas,Storage,0.00,8.00,0.24,1,33.00,2016,11
Office Supplies,San Francisco,Patrick Ryan,Southworth,2016-11-24,CA-2014-162250,94109,"Southworth 100% Résumé Paper, 24lb.",West,Consumer,2016-11-24,Same Day,California,Paper,0.00,4.00,0.45,1,8.00,2016,11
Office Supplies,Odessa,Jason Gross,Holmes,2016-11-24,CA-2014-103765,79762,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Central,Corporate,2016-11-30,Standard Class,Texas,Appliances,0.80,-25.00,-1.80,1,14.00,2016,11
Office Supplies,Memphis,Maribeth Yedwab,Other,2016-11-24,US-2014-128118,38109,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",South,Corporate,2016-12-01,Standard Class,Tennessee,Binders,0.70,-8.00,-0.67,3,12.00,2016,11
Office Supplies,Memphis,Maribeth Yedwab,Peel & Seel,2016-11-24,US-2014-128118,38109,"Peel & Seel Recycled Catalog Envelopes, Brown",South,Corporate,2016-12-01,Standard Class,Tennessee,Envelopes,0.20,24.00,0.38,7,65.00,2016,11
Furniture,Los Angeles,Beth Paige,Hon,2016-11-24,CA-2014-137505,90008,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",West,Consumer,2016-11-24,Same Day,California,Tables,0.20,9.00,0.03,2,364.00,2016,11
Furniture,Los Angeles,Beth Paige,Hon,2016-11-24,CA-2014-137505,90008,Hon 61000 Series Interactive Training Tables,West,Consumer,2016-11-24,Same Day,California,Tables,0.20,-2.00,-0.03,2,71.00,2016,11
Technology,San Francisco,John Lee,Memorex,2016-11-24,CA-2014-164028,94122,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,West,Consumer,2016-11-30,Standard Class,California,Accessories,0.00,87.00,0.39,14,224.00,2016,11
Office Supplies,Canton,Sam Zeldin,Office Impressions,2016-11-25,CA-2014-129000,48187,Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,Central,Home Office,2016-11-27,Second Class,Michigan,Storage,0.00,0.00,0.00,3,502.00,2016,11
Furniture,San Francisco,Bradley Drucker,Sauder,2016-11-25,US-2014-133312,94122,"Sauder Forest Hills Library, Woodland Oak Finish",West,Consumer,2016-11-29,Standard Class,California,Bookcases,0.15,-30.00,-0.08,3,359.00,2016,11
Office Supplies,San Francisco,Bradley Drucker,Sterilite,2016-11-25,US-2014-133312,94122,Sterilite Officeware Hinged File Box,West,Consumer,2016-11-29,Standard Class,California,Storage,0.00,3.00,0.27,1,10.00,2016,11
Technology,Laguna Niguel,Edward Becker,Other,2016-11-25,CA-2014-161459,92677,PayAnywhere Card Reader,West,Corporate,2016-11-29,Second Class,California,Phones,0.20,3.00,0.09,5,40.00,2016,11
Office Supplies,Laguna Niguel,Edward Becker,Adams,2016-11-25,CA-2014-161459,92677,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",West,Corporate,2016-11-29,Second Class,California,Paper,0.00,15.00,0.45,6,34.00,2016,11
Office Supplies,Atlanta,Delfina Latchford,Wirebound,2016-11-25,CA-2014-155159,30318,"Wirebound Message Book, 4 per Page",South,Consumer,2016-11-29,Second Class,Georgia,Paper,0.00,24.00,0.49,9,49.00,2016,11
Furniture,Fort Lauderdale,Henia Zydlo,O'Sullivan,2016-11-25,CA-2014-124765,33311,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,South,Consumer,2016-11-30,Standard Class,Florida,Bookcases,0.20,-81.00,-0.11,5,724.00,2016,11
Office Supplies,San Francisco,Tracy Zic,Dixon,2016-11-25,CA-2014-101665,94122,DIXON Oriole Pencils,West,Consumer,2016-12-01,Standard Class,California,Art,0.00,1.00,0.26,2,5.00,2016,11
Technology,Houston,Rose O'Brian,Other,2016-11-25,CA-2014-150266,77070,Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,Central,Consumer,2016-11-30,Standard Class,Texas,Phones,0.20,37.00,0.13,5,300.00,2016,11
Office Supplies,Houston,Rose O'Brian,Fellowes,2016-11-25,CA-2014-150266,77070,Fellowes Command Center 5-outlet power strip,Central,Consumer,2016-11-30,Standard Class,Texas,Appliances,0.80,-180.00,-2.65,5,68.00,2016,11
Furniture,Houston,Rose O'Brian,Hon,2016-11-25,CA-2014-150266,77070,Hon Deluxe Fabric Upholstered Stacking Chairs,Central,Consumer,2016-11-30,Standard Class,Texas,Chairs,0.30,-24.00,-0.03,5,854.00,2016,11
Office Supplies,Houston,Rose O'Brian,Avery,2016-11-25,CA-2014-150266,77070,Avery Hi-Liter Smear-Safe Highlighters,Central,Consumer,2016-11-30,Standard Class,Texas,Art,0.20,4.00,0.20,4,19.00,2016,11
Furniture,Louisville,Brendan Sweed,Office Star,2016-11-25,US-2014-109610,40214,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,South,Corporate,2016-11-30,Second Class,Kentucky,Chairs,0.00,168.00,0.24,2,702.00,2016,11
Furniture,Gladstone,Lynn Smith,Executive Impressions,2016-11-26,CA-2014-135307,64118,Executive Impressions Supervisor Wall Clock,Central,Consumer,2016-11-27,First Class,Missouri,Furnishings,0.00,40.00,0.32,3,126.00,2016,11
Technology,Gladstone,Lynn Smith,SanDisk,2016-11-26,CA-2014-135307,64118,SanDisk Cruzer 32 GB USB Flash Drive,Central,Consumer,2016-11-27,First Class,Missouri,Accessories,0.00,12.00,0.32,2,38.00,2016,11
Technology,Columbus,Liz Thompson,Motorola,2016-11-26,CA-2014-122700,43229,Motorola L804,East,Consumer,2016-11-30,Standard Class,Ohio,Phones,0.40,-40.00,-0.18,8,221.00,2016,11
Office Supplies,Atlanta,Adam Hart,Newell,2016-11-26,CA-2014-165029,30318,Newell 347,South,Corporate,2016-11-30,Standard Class,Georgia,Art,0.00,4.00,0.29,3,13.00,2016,11
Office Supplies,Columbus,Corey Catlett,Holmes,2016-11-26,CA-2014-155957,43229,Holmes HEPA Air Purifier,East,Corporate,2016-11-30,Standard Class,Ohio,Appliances,0.20,10.00,0.19,3,52.00,2016,11
Office Supplies,Columbus,Corey Catlett,Fellowes,2016-11-26,CA-2014-155957,43229,Fellowes Superior 10 Outlet Split Surge Protector,East,Corporate,2016-11-30,Standard Class,Ohio,Appliances,0.20,24.00,0.11,7,213.00,2016,11
Office Supplies,Rockford,Guy Thornton,GBC,2016-11-26,CA-2014-130526,61107,GBC Premium Transparent Covers with Diagonal Lined Pattern,Central,Consumer,2016-11-29,First Class,Illinois,Binders,0.80,-54.00,-1.60,8,34.00,2016,11
Office Supplies,New York City,Frank Gastineau,Other,2016-11-26,CA-2014-155607,10009,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,East,Home Office,2016-11-30,Standard Class,New York,Appliances,0.00,15.00,0.25,7,59.00,2016,11
Office Supplies,New York City,Frank Gastineau,Other,2016-11-26,CA-2014-155607,10009,Binding Machine Supplies,East,Home Office,2016-11-30,Standard Class,New York,Binders,0.20,33.00,0.35,4,93.00,2016,11
Furniture,Richmond,Tonja Turnell,KI,2016-11-26,CA-2014-141439,47374,KI Adjustable-Height Table,Central,Home Office,2016-12-01,Standard Class,Indiana,Tables,0.00,67.00,0.26,3,258.00,2016,11
Technology,Richmond,Tonja Turnell,Samsung,2016-11-26,CA-2014-141439,47374,Samsung Galaxy S4 Mini,Central,Home Office,2016-12-01,Standard Class,Indiana,Phones,0.00,545.00,0.29,4,1880.00,2016,11
Furniture,Richmond,Tonja Turnell,DAX,2016-11-26,CA-2014-141439,47374,DAX Wood Document Frame,Central,Home Office,2016-12-01,Standard Class,Indiana,Furnishings,0.00,10.00,0.36,2,27.00,2016,11
Technology,Richmond,Tonja Turnell,Other,2016-11-26,CA-2014-141439,47374,Innergie mMini Combo Duo USB Travel Charging Kit,Central,Home Office,2016-12-01,Standard Class,Indiana,Phones,0.00,43.00,0.48,2,90.00,2016,11
Furniture,Richmond,Tonja Turnell,SAFCO,2016-11-26,CA-2014-141439,47374,SAFCO Arco Folding Chair,Central,Home Office,2016-12-01,Standard Class,Indiana,Chairs,0.00,240.00,0.29,3,829.00,2016,11
Technology,New York City,Michael Nguyen,Plantronics,2016-11-26,CA-2014-100097,10009,Plantronics Calisto P620-M USB Wireless Speakerphone System,East,Consumer,2016-11-29,Second Class,New York,Phones,0.00,265.00,0.27,5,980.00,2016,11
Furniture,New York City,Michael Nguyen,Other,2016-11-26,CA-2014-100097,10009,"DataProducts Ampli Magnifier Task Lamp, Black,",East,Consumer,2016-11-29,Second Class,New York,Furnishings,0.00,38.00,0.28,5,135.00,2016,11
Furniture,Milwaukee,Brian Moss,Howard Miller,2016-11-27,CA-2014-102519,53209,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Central,Corporate,2016-11-29,First Class,Wisconsin,Furnishings,0.00,19.00,0.41,1,47.00,2016,11
Technology,Milwaukee,Brian Moss,Memorex,2016-11-27,CA-2014-102519,53209,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Central,Corporate,2016-11-29,First Class,Wisconsin,Accessories,0.00,56.00,0.39,9,144.00,2016,11
Office Supplies,San Francisco,Lindsay Williams,TOPS,2016-11-27,CA-2014-101245,94109,Tops White Computer Printout Paper,West,Corporate,2016-12-03,Standard Class,California,Paper,0.00,115.00,0.47,5,245.00,2016,11
Technology,San Francisco,Lindsay Williams,Enermax,2016-11-27,CA-2014-101245,94109,Enermax Briskie RF Wireless Keyboard and Mouse Combo,West,Corporate,2016-12-03,Standard Class,California,Accessories,0.00,60.00,0.36,8,166.00,2016,11
Office Supplies,Asheville,Doug Bickford,Other,2016-11-27,CA-2014-132185,28806,Pencil and Crayon Sharpener,South,Consumer,2016-12-02,Standard Class,North Carolina,Art,0.20,1.00,0.09,5,9.00,2016,11
Office Supplies,Asheville,Doug Bickford,Belkin,2016-11-27,CA-2014-132185,28806,Belkin 5 Outlet SurgeMaster Power Centers,South,Consumer,2016-12-02,Standard Class,North Carolina,Appliances,0.20,4.00,0.10,1,44.00,2016,11
